Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotConfig,Neighborhood,YearBuilt,RoofStyle,RoofMatl,MasVnrArea,Foundation,BsmtExposure,HeatingQC,CentralAir,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,SaleType,SalePrice,Has_Alley,Artery,Feedr,RRNn,RRAn,PosN,PosA,RRNe,RRAe,1Fam_BldgType,Overall_Total,BrkCmnArea,BrkFaceArea,StoneArea,Exter_Total,Bsmt_Total,Has_BsmtFin,BsmtFinSF_Total,SF_QualFinished,SF_Total,Bath,Garage_Total,Has_WoodDeck,Has_OpenPorch,Has_EnclosedPorch,Has_3SsnPorch,Has_ScreenPorch,Has_PorchOrDeck,Has_Pool,Has_Fence,Has_Shed,Post_Collapse
1101,30,RL,60,8400,Pave,Inside,SWISU,1920,Gable,CompShg,0,CBlock,No,TA,N,438,1,Fa,Typ,0,1,WD,60000,0,0,0,0,0,0,0,0,0,1,7,0,0,0,10,8,1,290,728,728,1,10,0,0,0,0,0,0,0,0,0,1
1102,20,RL,61,9758,Pave,Inside,NAmes,1971,Gable,CompShg,0,CBlock,No,TA,Y,950,1,TA,Typ,0,1,WD,119500,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,699,1649,1900,1,10,0,0,0,0,0,0,0,0,0,0
1103,20,RL,70,7000,Pave,Inside,NAmes,1960,Gable,CompShg,45,CBlock,No,Ex,Y,1134,1,TA,Typ,0,1,WD,135000,0,0,0,0,0,0,0,0,0,1,12,0,45,0,10,10,1,588,1722,2144,1,10,0,1,0,0,0,1,0,1,0,0
1104,20,RL,79,8910,Pave,Corner,NAmes,1959,Hip,CompShg,0,CBlock,Mn,Ex,Y,1194,1,TA,Typ,1,2,WD,159500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,655,1849,1849,1.5,10,0,0,1,0,0,1,0,0,0,0
1105,160,RM,24,2016,Pave,Inside,BrDale,1970,Gable,CompShg,304,CBlock,No,TA,Y,1302,1,TA,Typ,0,2,WD,106000,0,0,0,0,0,0,0,0,0,0,10,0,304,0,10,10,0,0,1302,1932,2.5,10,0,0,0,0,0,0,0,0,0,0
1106,60,RL,98,12256,Pave,Corner,NoRidge,1994,Gable,CompShg,362,PConc,Av,Ex,Y,2622,1,Gd,Typ,2,2,WD,325000,0,0,0,0,0,0,0,0,0,1,13,0,362,0,12,14,1,1032,3654,4085,3.5,10,1,1,0,0,0,1,0,0,0,1
1107,20,RL,114,10357,Pave,Corner,SawyerW,1990,Hip,CompShg,0,PConc,Mn,Gd,Y,1442,1,Gd,Typ,1,2,WD,179900,0,0,1,0,0,0,0,0,0,1,12,0,0,0,12,12,1,738,2180,2352,3,10,0,1,0,0,0,1,0,0,0,0
1108,60,RL,168,23257,Pave,CulDSac,Gilbert,2006,Gable,CompShg,0,PConc,No,Ex,Y,2021,1,Gd,Typ,1,2,New,274725,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,16,0,0,2021,2889,2.5,10,0,1,0,0,0,1,0,0,0,0
1109,60,RL,NA,8063,Pave,Inside,Gilbert,2000,Gable,CompShg,0,PConc,No,Ex,Y,1690,1,TA,Typ,1,2,WD,181000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,0,0,1690,2614,2.5,10,1,1,0,0,0,1,0,0,0,0
1110,20,RL,107,11362,Pave,Inside,NridgHt,2004,Gable,CompShg,42,PConc,Mn,Ex,Y,1836,1,Gd,Typ,1,3,WD,280000,0,0,0,0,0,0,0,0,0,1,13,0,0,42,12,14,1,1039,2875,3672,3,10,1,1,0,0,0,1,0,0,0,1
1111,60,RL,NA,8000,Pave,Inside,Gilbert,1995,Gable,CompShg,0,PConc,No,Gd,Y,1658,1,TA,Typ,1,2,WD,188000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,219,1877,2431,3.5,10,1,1,0,0,0,1,0,0,0,0
1112,60,RL,80,10480,Pave,Inside,NWAmes,1976,Hip,CompShg,660,CBlock,No,TA,Y,1964,1,TA,Typ,1,2,WD,205000,0,0,0,0,0,0,0,0,0,1,13,0,660,0,10,10,1,403,2367,2767,2.5,10,0,1,0,0,0,1,0,0,0,0
1113,20,RL,73,7100,Pave,Corner,NAmes,1957,Gable,CompShg,0,CBlock,No,TA,Y,816,1,TA,Typ,0,1,WD,129900,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,708,1524,1632,2,10,0,0,0,0,0,0,0,0,0,0
1114,20,RL,66,8923,Pave,Inside,NAmes,1953,Gable,CompShg,0,CBlock,No,Gd,Y,1008,1,Gd,Typ,0,1,WD,134500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,643,1651,2016,2,10,0,1,0,0,0,1,0,0,0,0
1115,20,RL,90,5400,Pave,Inside,OldTown,1954,Gable,CompShg,0,CBlock,No,Ex,Y,833,1,Gd,Typ,0,1,WD,117000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,10,1,415,1248,1666,1,10,0,0,0,0,0,0,0,1,0,0
1116,20,RL,93,12085,Pave,Inside,NridgHt,2007,Hip,CompShg,328,PConc,No,Ex,Y,1734,1,Ex,Typ,1,3,New,318000,0,0,0,0,0,0,0,0,0,1,13,0,0,328,12,14,1,1004,2738,3468,3,10,0,0,0,0,0,0,0,0,0,0
1117,80,RL,NA,7750,Pave,Inside,Gilbert,2002,Hip,CompShg,0,PConc,No,Ex,Y,1419,1,Gd,Typ,1,2,WD,184100,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,1,353,1772,1827,3.5,10,1,0,0,0,0,1,0,0,0,1
1118,20,RL,57,9764,Pave,FR2,Sawyer,1967,Gable,CompShg,0,CBlock,No,Ex,Y,894,1,Gd,Typ,0,2,WD,130000,0,0,1,0,0,0,0,0,0,1,12,0,0,0,10,10,1,702,1596,1788,2,10,0,0,0,0,0,0,0,0,0,0
1119,80,RL,85,13825,Pave,Inside,Sawyer,1958,Gable,CompShg,0,CBlock,No,TA,Y,1601,1,TA,Min2,0,1,WD,140000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,12,10,0,0,1601,2134,1.5,10,1,1,0,0,0,1,0,0,0,0
1120,20,RL,70,7560,Pave,Inside,NAmes,1959,Gable,CompShg,0,CBlock,No,TA,Y,1040,1,TA,Typ,0,1,WD,133700,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,369,1409,2080,1,10,1,0,1,0,0,1,0,1,0,0
1121,30,RM,59,8263,Pave,Inside,IDOTRR,1920,Gable,CompShg,0,BrkTil,No,TA,Y,1012,1,TA,Typ,1,1,WD,118400,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1012,2024,1,10,0,1,1,0,0,1,0,1,0,0
1122,20,RL,84,10084,Pave,Inside,CollgCr,2005,Gable,CompShg,196,PConc,Av,Ex,Y,1552,1,Gd,Typ,0,3,New,212900,0,0,0,0,0,0,0,0,0,1,12,0,196,0,12,12,1,24,1576,3104,2,10,1,1,0,0,0,1,0,0,0,0
1123,20,RL,NA,8926,Pave,Corner,Edwards,1956,Gable,CompShg,0,CBlock,No,Ex,Y,960,1,TA,Typ,0,1,COD,112000,0,0,0,0,0,0,0,0,0,1,7,0,0,0,10,10,0,0,960,1632,1,10,1,0,0,0,1,1,0,1,0,1
1124,20,RL,50,9405,Pave,Inside,Edwards,1947,Hip,CompShg,0,CBlock,No,Ex,Y,698,1,TA,Typ,0,0,WD,118000,0,0,0,0,0,0,0,0,0,1,14,0,0,0,14,10,0,0,698,1396,1.5,0,0,1,0,0,0,1,0,0,0,1
1125,80,RL,NA,9125,Pave,Inside,Gilbert,1992,Gable,CompShg,170,PConc,No,Gd,Y,1482,1,Gd,Typ,1,2,WD,163900,0,0,0,0,0,0,0,0,0,1,12,0,170,0,10,12,0,0,1482,1866,2.5,10,1,1,0,0,0,1,0,0,0,0
1126,20,RL,60,10434,Pave,Inside,NAmes,1955,Gable,CompShg,0,CBlock,No,TA,Y,1005,1,Fa,Typ,1,2,WD,115000,0,0,0,0,0,0,0,0,0,1,9,0,0,0,10,10,0,0,1005,2010,1,6,0,0,0,0,0,0,0,0,0,1
1127,120,RL,53,3684,Pave,Inside,Blmngtn,2007,Hip,CompShg,130,PConc,No,Ex,Y,1555,1,Gd,Typ,1,3,WD,174000,0,0,0,0,0,0,0,0,0,0,12,0,130,0,12,12,0,0,1555,2928,2,10,1,1,0,0,0,1,0,0,0,1
1128,20,RL,182,14572,Pave,Corner,Gilbert,2004,Hip,CompShg,0,PConc,Av,Ex,Y,1530,1,Gd,Typ,1,3,WD,259000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,1,1300,2830,3060,3,10,1,1,0,0,0,1,0,0,0,0
1129,60,RL,59,11796,Pave,Inside,Gilbert,2004,Gable,CompShg,0,PConc,Av,Ex,Y,1959,1,Gd,Typ,1,2,WD,215000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,0,0,1959,2806,2.5,10,1,1,0,0,0,1,0,0,0,0
1130,90,RM,60,7200,Pave,Inside,OldTown,1980,Gable,CompShg,180,CBlock,Gd,TA,Y,936,1,TA,Typ,0,2,WD,140000,1,0,0,0,0,0,0,0,0,0,10,0,180,0,10,12,1,936,1872,1872,2,10,1,0,0,0,0,1,0,0,0,0
1131,50,RL,65,7804,Pave,Inside,SWISU,1928,Gable,CompShg,0,BrkTil,No,TA,Y,1981,1,Gd,Min2,2,2,WD,135000,0,0,0,0,0,0,0,0,0,1,7,0,0,0,10,10,1,622,2603,3103,3,10,1,1,0,0,0,1,0,1,0,1
1132,20,RL,63,10712,Pave,Inside,Mitchel,1991,Gable,CompShg,0,PConc,Mn,TA,Y,974,1,TA,Typ,0,0,Oth,93500,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,12,1,212,1186,1948,1,0,0,1,0,0,0,1,0,1,0,0
1133,70,RM,90,9900,Pave,Inside,OldTown,1880,Gable,CompShg,0,BrkTil,Mn,TA,Y,2210,1,Fa,Typ,0,1,WD,117500,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,0,0,2210,3218,2,8,0,1,0,0,0,1,0,0,0,0
1134,60,RL,80,9828,Pave,Inside,SawyerW,1995,Gable,CompShg,0,PConc,No,Ex,Y,2020,1,Gd,Typ,1,2,WD,239500,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,1,584,2604,3148,2.5,10,0,1,0,0,0,1,0,0,0,1
1135,60,RL,57,8773,Pave,Inside,Gilbert,1997,Gable,CompShg,0,PConc,Av,Gd,Y,1600,1,TA,Typ,1,2,WD,169000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,0,0,1600,2516,2.5,10,1,1,0,0,0,1,0,0,0,0
1136,30,RM,60,6180,Pave,Corner,BrkSide,1926,Gable,CompShg,0,BrkTil,No,TA,N,986,1,TA,Typ,1,1,WD,102000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,986,1946,1,10,0,1,0,0,0,1,0,0,0,0
1137,50,RL,80,9600,Pave,Inside,NAmes,1950,Gable,CompShg,0,CBlock,No,TA,Y,1252,1,TA,Typ,0,1,WD,119000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,280,1532,2284,1,10,0,0,1,0,0,1,0,0,0,0
1138,50,RL,54,6342,Pave,Inside,Sawyer,1875,Gable,CompShg,0,CBlock,No,Gd,N,1020,1,TA,Typ,0,0,WD,94000,0,0,1,0,0,0,0,0,0,1,13,0,0,0,12,10,0,0,1020,1800,1,0,0,0,1,0,0,1,0,0,0,1
1139,20,RL,NA,9819,Pave,Inside,Mitchel,1977,Gable,CompShg,0,PConc,Gd,TA,Y,1567,1,Gd,Typ,2,2,WD,196000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,1567,3134,3134,3,10,1,1,0,0,0,1,0,0,0,1
1140,30,RL,98,8731,Pave,Inside,BrkSide,1920,Gable,CompShg,0,BrkTil,No,TA,Y,1167,1,TA,Maj1,1,2,WD,144000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,8,10,1,645,1812,2082,1,10,0,0,1,0,1,1,0,0,0,0
1141,20,RL,60,7350,Pave,Corner,NAmes,1951,Gable,CompShg,0,CBlock,Mn,TA,Y,952,1,TA,Typ,0,2,COD,139000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,852,1804,1904,2,10,0,0,0,0,0,0,0,0,0,0
1142,60,RL,NA,10304,Pave,CulDSac,NWAmes,1976,Gable,CompShg,44,CBlock,No,Ex,Y,1868,1,Gd,Typ,1,2,WD,197500,0,0,0,0,0,1,0,0,0,1,12,0,44,0,12,10,1,381,2249,2648,3.5,10,1,1,0,0,0,1,0,0,0,1
1143,60,RL,77,9965,Pave,Inside,CollgCr,2006,Hip,CompShg,340,PConc,Gd,Ex,Y,2828,1,Gd,Typ,1,3,New,424870,0,0,0,0,0,0,0,0,0,1,13,0,0,340,12,14,1,1150,3978,4294,4,10,1,1,0,0,0,1,0,0,0,0
1144,20,RL,NA,9000,Pave,Inside,Sawyer,1959,Gable,CompShg,0,CBlock,No,TA,Y,1006,1,TA,Typ,0,0,WD,80000,0,0,0,0,0,0,0,0,0,1,8,0,0,0,10,10,1,288,1294,2012,1,0,0,1,0,0,0,1,0,0,0,0
1145,190,RL,60,12180,Pave,Inside,Edwards,1941,Gable,CompShg,0,BrkTil,No,Fa,N,924,1,Fa,Typ,0,1,WD,80000,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,12,1,348,1272,1596,2,10,0,0,0,0,0,0,0,1,0,1
1146,50,RM,52,6240,Pave,Inside,BrkSide,1928,Gable,CompShg,0,BrkTil,No,Ex,Y,1576,1,TA,Typ,1,1,WD,149000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1576,2618,1,10,0,0,0,0,0,0,0,0,0,0
1147,20,RL,NA,11200,Pave,Inside,SawyerW,1985,Gable,CompShg,85,CBlock,No,TA,Y,1298,1,Gd,Typ,1,2,WD,180000,0,0,0,0,0,0,0,0,0,1,11,0,85,0,12,12,1,1258,2556,2596,3,10,1,1,0,0,0,1,0,0,0,0
1148,70,RL,75,12000,Pave,Inside,Crawfor,1941,Gable,CompShg,0,CBlock,No,Ex,Y,1564,1,Fa,Typ,1,1,WD,174500,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,10,1,275,1839,2268,1.5,10,0,0,0,0,0,0,0,0,0,1
1149,50,RM,NA,5700,Pave,Inside,OldTown,1926,Gable,CompShg,0,PConc,No,TA,Y,1111,1,TA,Typ,1,1,WD,116900,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,10,0,0,1111,1683,1,10,0,0,1,0,0,1,0,0,0,0
1150,70,RM,50,9000,Pave,Inside,OldTown,1920,Hip,CompShg,0,PConc,No,Ex,Y,1482,1,TA,Typ,0,2,WD,143000,0,1,0,0,0,0,0,0,0,1,16,0,0,0,12,10,1,624,2106,2132,1.5,10,0,0,0,0,0,0,0,0,0,1
1151,20,RL,57,8280,Pave,Inside,NAmes,1950,Gable,CompShg,0,CBlock,No,Ex,Y,932,1,Gd,Typ,1,1,WD,124000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,932,1864,1,10,0,0,1,0,0,1,0,1,0,0
1152,20,RL,134,17755,Pave,Inside,Edwards,1959,Gable,CompShg,132,CBlock,No,TA,Y,1466,1,Fa,Typ,2,2,WD,149900,0,0,0,0,0,0,0,0,0,1,9,0,132,0,10,10,1,176,1642,2932,1.5,10,0,1,0,0,1,1,0,0,0,0
1153,20,RL,90,14115,Pave,Inside,Crawfor,1956,Gable,CompShg,0,PConc,No,Ex,Y,1811,1,Ex,Typ,1,2,WD,230000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,10,10,1,843,2654,2884,1,10,0,0,1,0,0,1,0,0,0,0
1154,30,RM,NA,5890,Pave,Corner,IDOTRR,1930,Gable,CompShg,0,BrkTil,Av,Ex,Y,816,1,TA,Typ,0,1,WD,120500,0,0,0,0,0,0,0,0,0,1,14,0,0,0,14,10,1,538,1354,1632,1,10,0,0,1,0,0,1,0,0,0,0
1155,60,RL,NA,13700,Pave,Inside,NAmes,1965,Gable,CompShg,288,CBlock,Gd,TA,Y,1820,1,Gd,Typ,2,2,WD,201800,0,0,0,0,0,0,0,0,0,1,13,0,0,288,10,10,1,454,2274,2684,2,10,1,1,0,0,1,1,0,1,0,0
1156,20,RL,90,10768,Pave,Corner,Veenker,1976,Gable,CompShg,0,CBlock,Gd,TA,Y,1437,1,Gd,Typ,1,2,WD,218000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,14,12,1,1157,2594,2874,3,10,0,1,0,0,1,1,0,0,0,0
1157,80,RL,85,9350,Pave,Inside,NAmes,1965,Gable,CompShg,0,PConc,Gd,Gd,Y,1265,1,Gd,Typ,1,2,WD,179900,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,10,1,633,1898,2484,2.5,10,0,1,0,1,0,1,0,1,0,0
1158,120,RL,34,5001,Pave,Inside,NridgHt,2007,Gable,CompShg,166,PConc,No,Ex,Y,1314,1,Gd,Typ,1,2,WD,230000,0,0,0,0,0,0,0,0,0,0,12,0,0,166,12,12,1,904,2218,2628,3,10,1,1,0,0,0,1,0,0,0,1
1159,20,RL,92,11932,Pave,FR2,Somerst,2007,Gable,CompShg,186,PConc,No,Ex,Y,1580,1,Gd,Typ,0,3,ConLD,235128,0,0,1,0,0,0,0,0,0,1,13,0,0,186,12,12,0,0,1580,3160,2,10,0,1,0,0,0,1,0,0,0,0
1160,60,RL,76,9120,Pave,Inside,NWAmes,1974,Hip,CompShg,270,CBlock,No,TA,Y,1876,1,Gd,Typ,1,2,WD,185000,0,0,0,0,0,0,0,0,0,1,12,0,270,0,12,10,1,442,2318,2777,2.5,12,0,1,0,0,0,1,0,0,0,0
1161,160,RL,24,2280,Pave,Inside,NPkVill,1978,Gable,CompShg,0,CBlock,No,Fa,Y,1456,1,TA,Typ,1,2,WD,146000,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,12,1,311,1767,2311,2.5,10,1,0,0,0,0,1,0,0,0,1
1162,20,RL,NA,14778,Pave,CulDSac,Crawfor,1954,Hip,CompShg,72,CBlock,No,Ex,Y,1640,1,Gd,Typ,1,2,WD,224000,0,0,0,0,0,1,0,0,0,1,13,0,72,0,12,10,1,728,2368,2936,2,10,1,0,0,1,0,1,0,0,0,0
1163,20,RL,109,8724,Pave,Inside,Sawyer,1968,Gable,CompShg,0,CBlock,No,Gd,Y,894,1,TA,Typ,1,2,WD,129000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,12,1,492,1386,1788,1,10,0,0,0,0,0,0,0,0,0,0
1164,90,RL,60,12900,Pave,Inside,Sawyer,1969,Gable,CompShg,0,CBlock,Av,TA,Y,1258,2,TA,Typ,0,2,WD,108959,0,0,1,0,0,0,0,0,0,0,8,0,0,0,10,12,1,1198,2456,2456,3,8,1,0,0,0,0,1,0,0,0,0
1165,80,RL,NA,16157,Pave,FR2,Veenker,1978,Gable,CompShg,0,PConc,Gd,Ex,Y,1432,1,Gd,Typ,1,2,WD,194000,0,0,1,0,0,0,0,0,0,1,12,0,0,0,10,12,1,1071,2503,2792,2.5,10,1,1,0,0,0,1,0,0,0,0
1166,20,RL,79,9541,Pave,Inside,NridgHt,2009,Gable,CompShg,268,PConc,No,Ex,Y,1502,1,Gd,Typ,0,2,New,233170,0,0,0,0,0,0,0,0,0,1,12,0,0,268,12,12,0,0,1502,3004,2,10,0,1,0,0,0,1,0,0,0,1
1167,20,RL,64,10475,Pave,Corner,CollgCr,2008,Gable,CompShg,72,PConc,Av,Ex,Y,1694,1,Gd,Typ,0,3,WD,245350,0,0,0,0,0,0,0,0,0,1,13,0,0,72,12,12,0,0,1694,3388,2,10,1,1,0,0,0,1,0,0,0,1
1168,60,RL,58,10852,Pave,Inside,Gilbert,2000,Gable,CompShg,0,PConc,No,Ex,Y,1671,1,TA,Typ,1,2,WD,173000,0,0,0,0,1,0,0,0,0,1,11,0,0,0,10,12,1,786,2457,2630,3.5,10,0,1,0,0,0,1,0,0,0,0
1169,70,RL,120,13728,Pave,Corner,Edwards,1935,Hip,CompShg,0,CBlock,No,Ex,Y,2108,1,Gd,Typ,2,2,WD,235000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,10,10,1,626,2734,3235,2,10,0,0,0,0,1,1,0,0,0,0
1170,60,RL,118,35760,Pave,CulDSac,NoRidge,1995,Hip,CompShg,1378,PConc,Gd,Ex,Y,3627,1,Gd,Typ,1,3,WD,625000,0,0,0,0,0,0,0,0,0,1,15,0,1378,0,14,14,1,1387,5014,5557,4.5,10,1,1,0,0,0,1,0,0,0,0
1171,80,RL,76,9880,Pave,Inside,Mitchel,1977,Gable,CompShg,0,CBlock,Av,TA,Y,1118,1,TA,Typ,1,1,WD,171000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,522,1640,2214,2,10,1,0,0,0,0,1,1,1,0,0
1172,20,RL,76,9120,Pave,Inside,NAmes,1958,Hip,CompShg,0,CBlock,No,Ex,Y,1261,1,TA,Typ,1,2,WD,163000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,662,1923,2522,2,10,0,0,0,0,1,1,0,0,1,0
1173,160,FV,35,4017,Pave,Inside,Somerst,2006,Gable,CompShg,0,PConc,No,Ex,Y,1250,1,Gd,Typ,0,2,WD,171900,1,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,0,0,1250,1875,2.5,10,0,1,0,0,0,1,0,0,0,0
1174,50,RL,138,18030,Pave,Inside,ClearCr,1946,Gable,CompShg,0,CBlock,No,TA,Y,3086,1,Ex,Maj1,1,0,WD,200500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,621,3228,4684,3,0,1,0,0,0,0,1,0,1,0,0
1175,70,RL,80,16560,Pave,Inside,Crawfor,1932,Gable,CompShg,0,BrkTil,No,TA,Y,2345,1,TA,Typ,1,2,WD,239000,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,12,1,503,2848,3297,2.5,10,0,0,0,0,0,0,0,0,0,0
1176,50,RL,85,10678,Pave,Inside,NoRidge,1992,Hip,CompShg,337,PConc,No,Ex,Y,2872,1,Gd,Typ,1,2,WD,285000,0,0,0,0,0,0,0,0,0,1,13,0,337,0,12,12,1,700,3572,4555,2.5,10,0,1,0,0,0,1,0,0,0,0
1177,20,RL,37,6951,Pave,CulDSac,Mitchel,1984,Gable,CompShg,0,CBlock,No,TA,Y,923,1,TA,Typ,0,1,WD,119500,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,658,1581,1799,2,10,1,0,0,0,0,1,0,1,0,0
1178,50,RM,NA,3950,Pave,Inside,OldTown,1926,Gable,CompShg,0,CBlock,No,TA,Y,1224,1,TA,Typ,0,1,WD,115000,1,1,0,0,0,0,0,0,0,1,14,0,0,0,10,10,1,468,1692,2042,1,10,0,0,1,0,0,1,0,0,0,1
1179,50,RL,54,7681,Pave,FR2,Crawfor,1921,Gable,CompShg,0,BrkTil,No,Ex,Y,1343,1,TA,Typ,1,1,WD,154900,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1343,2074,1.5,8,1,0,1,0,0,1,0,0,0,1
1180,20,RL,77,8335,Pave,Corner,Edwards,1954,Gable,CompShg,0,Slab,NA,Gd,Y,1124,1,TA,Min2,1,0,WD,93000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,0,0,0,1124,1124,1,0,0,1,1,0,0,1,0,0,0,0
1181,60,RL,NA,11170,Pave,Corner,Timber,1990,Gable,CompShg,0,Wood,No,Ex,Y,2514,1,TA,Typ,0,2,WD,250000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,12,1,1216,3730,3730,2.5,10,0,0,0,0,0,0,0,1,0,0
1182,120,RM,64,5587,Pave,Inside,Crawfor,2008,Hip,CompShg,186,PConc,Gd,Ex,Y,1652,1,Gd,Typ,1,2,New,392500,0,0,0,0,0,0,0,0,0,0,13,0,0,186,14,14,1,1480,3132,3252,3.5,10,1,1,0,1,0,1,0,0,0,0
1183,60,RL,160,15623,Pave,Corner,NoRidge,1996,Hip,CompShg,0,PConc,Av,Ex,Y,4476,1,Ex,Typ,2,3,WD,745000,0,0,0,0,0,0,0,0,0,1,15,0,0,0,12,14,1,2096,6572,6872,4.5,10,1,1,0,0,0,1,1,1,0,0
1184,30,RL,60,10800,Pave,Inside,OldTown,1920,Hip,CompShg,0,BrkTil,No,Ex,Y,1130,1,TA,Typ,1,2,WD,120000,1,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,821,1951,2250,2,10,1,0,0,0,0,1,0,0,0,0
1185,20,RL,50,35133,Grvl,Inside,Timber,1963,Hip,CompShg,226,CBlock,Gd,Gd,Y,1572,1,TA,Typ,2,3,WD,186700,0,0,0,0,0,0,0,0,0,1,9,0,226,0,10,10,1,1159,2731,3144,2.5,10,0,1,0,0,1,1,0,0,0,0
1186,50,RL,60,9738,Pave,Inside,Edwards,1924,Gable,CompShg,0,BrkTil,No,Gd,Y,1221,1,TA,Typ,0,1,WD,104900,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,10,1,392,1613,2005,2,10,0,0,1,0,0,1,0,0,0,0
1187,190,RL,107,10615,Pave,Corner,OldTown,1900,Gable,CompShg,0,CBlock,Mn,TA,Y,1699,2,TA,Typ,0,2,WD,95000,0,1,0,0,0,0,0,0,0,0,8,0,0,0,10,8,1,440,2139,2677,3,6,0,1,0,0,0,1,0,0,0,1
1188,20,RL,89,12461,Pave,Corner,NoRidge,1994,Gable,CompShg,0,PConc,No,Ex,Y,1624,1,Gd,Typ,1,3,WD,262000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,1,1456,3080,3248,3,10,0,1,1,0,0,1,0,1,0,0
1189,60,RL,68,8935,Pave,Inside,CollgCr,2002,Gable,CompShg,95,PConc,No,Ex,Y,1660,1,Gd,Typ,0,2,WD,195000,0,0,0,0,0,0,0,0,0,1,12,0,95,0,12,12,0,0,1660,2491,2.5,10,1,1,0,0,0,1,0,0,0,1
1190,60,RL,60,7500,Pave,Inside,Gilbert,1999,Gable,CompShg,0,PConc,No,Gd,Y,1804,1,Gd,Typ,1,2,WD,189000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,0,0,1804,2798,2.5,10,1,1,0,0,0,1,0,0,0,1
1191,190,RL,NA,32463,Pave,Inside,Mitchel,1961,Gable,CompShg,149,CBlock,Av,Ex,Y,1622,1,TA,Typ,1,4,WD,168000,0,0,0,0,0,0,0,0,0,0,8,0,0,149,12,10,1,1159,2781,2871,2,10,1,0,0,0,0,1,0,0,0,0
1192,160,FV,24,2645,Pave,Inside,Somerst,1999,Gable,CompShg,456,PConc,No,Ex,Y,1441,1,Gd,Typ,0,2,WD,174000,1,0,0,0,0,0,0,0,0,0,13,0,456,0,12,12,0,0,1441,2217,2.5,10,1,0,0,0,0,1,0,0,0,0
1193,50,RM,60,9600,Pave,Inside,OldTown,1925,Gambrel,CompShg,0,PConc,Mn,Gd,Y,1472,1,Gd,Typ,0,1,WD,125000,1,0,0,0,0,0,0,0,0,1,13,0,0,0,10,10,0,0,1472,2174,1,8,0,0,1,0,0,1,0,1,0,0
1194,120,RM,NA,4500,Pave,FR2,Mitchel,1999,Hip,CompShg,425,PConc,No,Ex,Y,1224,1,TA,Typ,0,2,WD,165000,0,0,0,0,0,0,0,0,0,0,11,0,425,0,10,14,1,883,2107,2448,3,10,0,1,0,0,0,1,0,0,0,1
